propid,createdate,propfor,proptitle,propdesc,projid,blkid,price,userid,propcat,proptype,propsize,sizeunit,category,opensite,frontface,backface,floor,housetype,furnished,bedrooms,videopath,transfer,urlid,entered_by,referred_by,recstatus,recdate,actstatus,pricetype,roadid,salestatus,adtype,catid,temp_loc,temp_road,temp_area,consage,conscond,reasondesc,showprice,social
2690,2024-09-23 06:47:25,Sale,Kuwait Mall Bahria Town Lahore Luxury Apartments,"Kuwait Mall Bahria Town Lahore 
Contact: +92-301-9700000
Umar Estate Visit Our Office: 19 Iqbal Block, Main Boulevard, Bahria Town, Lahore",387,1480,2500000,1609,Residential,Apartment,450,Sqf,General,East Open,Wide Road,Apartment,None,None,N,1,,,450-sqf-apartment-for-sale-sector-e-bahria-town-lahore-lahore-1609-2690,1609,q,U,2024-09-24 21:14:15,Y,Total Price,1750,N,W,1,Bahria Town Lahore ,60,65,New,Normal,N,Y,Y
2691,2024-09-24 06:40:09,Sale,Kuwait Mall Bahria Town Lahore Apartments on Installment,"Kuwait Mall Bahria Town Lahore 
Available on installments Pre launching Discounts
ALkabir Town Lahore 
03019700000",387,1480,2500000,1609,Residential,Apartment,400,Sqf,General,East Open,Wide Road,Apartment,1st,None,N,2,,,400-sqf-apartment-for-sale-sector-e-bahria-town-lahore-lahore-1609-2691,1609,a,U,2024-09-24 21:12:04,Y,Total Price,1750,N,W,1,Bahria Town Lahore ,60,65,New,Normal,N,Y,Y
2692,2024-09-29 11:40:10,Rent,5 rooms with attached bath on rent near nagan chorangi.,"Babe Ghazi
Nagan Chorangi 
5 rooms with attached bath
4th Floor 
No loadshedding
No issue problem water,gas and electricity

",21,145,26000,1615,Residential,Apartment,1100,Sqf,General,West Open,Main Road,Apartment,4th,None,N,5,,,1100-sqf-apartment-for-rent-anarkali-complex-north-karachi-town-karachi-1615-2692,1615,"",U,2024-09-29 11:43:10,Y,Rent,1746,N,W,2,Nagan Chorangi,60,5,Old,Normal,N,Y,Y
2693,2024-10-01 07:38:36,Rent,Office / Shop available For Rent in Blue Area Islamabad. ,"Blue Area Islamabad

Commercial Space Available for rent 

Fazal e Haq Road Blue area Islamabad

12 X29 Shop / Office 
Mezanine Floor

12 x 24 Office at First Floor. 

1000 1500 2500 to 4500 sqftre Space available at different location. G-6  F-6 F-7 F-8 G-9 Sectors etc. 

many more good locations shops and Office Available at very reasonable Rent. 

Contact us for Lease , buy  and Sell your Properties in Islamabad. 

Alam Enterprises (Pvt) Ltd
03 111 155 166
03 222 255 266

#Office #Shopforrent #OfficeForRent #CommercialSpace #CommercialBuilding  #AlamEnterprisesPvtLtd
",620,1482,85000,209,Commercial,Office,400,Sqf,Corner,East Open,Plots,Wide Road,None,None,N,1,,,400-sqf-office-for-rent-sector-f-7-capital-territory-islamabad-209-2693,209,a,U,2024-10-05 22:12:38,Y,Total Price,1746,N,W,15,Blue Area Islamabad ,23,87,New,Normal,N,Y,Y
2694,2024-10-04 22:03:50,Sale,"100 Yards House for SALE at ALLAMA IQBAL Colony, MehmoodAbad Gate","> Ground + 1. RCC Costruction > Old Contruction around 35 years Old. Near Alflah Masjid near Mehmood Abad Gate. > Leased Home. > Gas , Water and Electricity is OK. > Just 5-10 Minuted Distance to main City Area.",755,1481,12500000,1617,Residential,Home,100,Sqy,General,East Open,Plots,Homes,None,Ground+1,N,6,,,100-sqy-home-for-sale-mehmoodabad-gate-mehmoodabad-karachi-1617-2694,1617,a,U,2024-10-05 22:11:34,Y,Own Price,1747,N,L,1," ALLAMA IQBAL Colony, MehmoodAbad Gate",30,101,New,Demolish,N,Y,Y
2695,2024-10-09 06:37:27,Sale,Apartments Available in Bahria town Lahore,"Apartments Available in  Bahria town Lahore  
Reptostate  52A Commercial sector C Bahria Town Lahore 03007578222",385,735,50000,1598,Residential,Plot,533,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,533-sqf-plot-for-sale-sector-c-bahria-town-lahore-lahore-1598-2695,1598,a,U,2024-10-11 10:39:13,Y,Total Price,1750,N,W,1,Bahria Town Lahore ,60,65,New,Normal,N,Y,Y
2696,2024-10-10 06:24:46,Sale,Kuwait Mall Bahria town Lahore  ,"Kuwait Mall Bahria town Lahore  
Reptostate  52A Commercial sector C Bahria Town Lahore 03007578222",385,735,75000,1598,Residential,Plot,500,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,500-sqf-plot-for-sale-sector-c-bahria-town-lahore-lahore-1598-2696,1598,a,U,2024-10-11 10:39:41,Y,Booking Price,1750,N,W,1,Kuwait Mall Bahria town Lahore  ,60,65,New,Normal,N,Y,Y
2697,2024-10-14 06:38:49,Sale,Apartments Available in Bahria town Lahore,"Apartments Available in  Bahria town Lahore  
Reptostate  52A Commercial sector C Bahria Town Lahore 03007578222",385,735,800000,1598,Residential,Plot,533,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,533-sqf-plot-for-sale-sector-c-bahria-town-lahore-lahore-1598-2697,1598,a,U,2024-10-14 11:15:42,Y,Booking Price,1750,N,W,1,bahria town lahore,60,65,New,Normal,N,Y,Y
2698,2024-10-20 07:59:08,Sale,Kuwait Mall Bahria town Lahore  ,"Kuwait Mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,80000,1598,Residential,Plot,533,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,533-sqf-plot-for-sale-sector-c-bahria-town-lahore-lahore-1598-2698,1598,f,U,2024-10-21 11:08:59,Y,Booking Price,1750,N,W,1,kuwait mall bahria town lahore,60,65,New,Normal,N,Y,Y
2699,2024-10-23 07:13:50,Sale,ICHS TOWN 4 Marla Commercial Plot for sale,"ICHS TOWN

4 Marla Commercial Plot for sale 
All dues Clear plot 

Booking open now

03 111 155 166",56,211,800000,209,Commercial,Plot,4,Marla,General,West Open,Plots,Commercial,None,None,N,1,,,4-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-209-2699,209,1,U,2024-10-23 10:03:42,Y,Total Price,1746,N,W,1,ICHS main Boulevard Commercial,2,23,New,Normal,N,Y,Y
2700,2024-10-24 05:46:39,Sale,Apartments Available in Bahria town Lahore,"partments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,800000,1598,Residential,Plot,533,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,533-sqf-plot-for-sale-sector-c-bahria-town-lahore-lahore-1598-2700,1598,a,U,2024-10-25 06:59:52,Y,Booking Price,1750,N,W,1,Bahria town lahore ,60,65,New,Normal,N,Y,Y
2701,2024-10-24 09:31:15,Sale,240 House for Sale in Johar Chowk Orangi Town ,"240yards lease commercial cum residential 
240 House for Sale in Johar Chowk Orangi Town ",458,890,24000000,1556,Commercial,Home,240,Sqy,General,West Open,Wide Road,Wide Road,None,None,N,1,,,240-sqy-home-for-sale-sector-14-orangi-town-karachi-1556-2701,1556,ok,U,2024-10-25 06:39:17,Y,Own Price,1752,N,W,57,johar Chowk Orangi Town,100,39,New,Normal,N,Y,Y
2702,2024-10-24 09:49:12,Sale,60yard Orangi town Johar Chowk,"60 yards plot for sale 
near johar chowk
near Salamas Banquet 100 ft road orangi town 
Orangi Town Karachi",458,1484,11000000,1556,Commercial,Shop,60,Sqy,General,East Open,Plots,Wide Road,None,None,N,1,,,60-sqy-shop-for-sale-sector-14-orangi-town-karachi-1556-2702,1556,ok,U,2024-10-25 19:28:42,Y,Total Price,1751,N,W,37,near Salamas Banquet 100 ft road orangi town ,100,39,New,Normal,N,Y,Y
2703,2024-11-02 21:04:17,Sale,2 Bed DD Apartment for Sale in Bisma Residency Gulistan e Johar,"2 Bed DD Furnished Apartment
950 Sqft covered aread
8th floor, with roof, West Open
Lift Car Parking
Water, Electricity available
Bisma Residency
Block 13 Gulistan e Johar Karachi",189,1483,12000000,488,Residential,Apartment,950,Sqf,General,West Open,Main Road,Apartment,8th,None,N,4,,,950-sqf-apartment-for-sale-gulistan-e-johar-block-13-gulistan-e-johar-karachi-488-2703,2,anwar,U,2024-11-02 21:06:01,Y,Total Price,1750,N,L,2,b13,60,3,New,Renovated,N,Y,Y
2704,2024-11-05 06:21:03,Sale,Kuwait Mall Bahria town Lahore  ,"Kuwait mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,800000,1598,Residential,Apartment,255,Sqf,General,East Open,Apartment,Apartment,None,None,N,3,,,255-sqf-apartment-for-sale-sector-c-bahria-town-lahore-lahore-1598-2704,1598,a,U,2024-11-05 06:59:36,Y,Total Price,1746,N,W,1,bahria town Lahore,60,65,New,Normal,N,Y,Y
2705,2024-11-06 05:11:46,Sale,Apartments Available in Bahria town Lahore,"Kuwait mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,80000,1598,Residential,Apartment,500,Sqy,General,East Open,Apartment,Apartment,None,None,N,3,,,500-sqy-apartment-for-sale-sector-c-bahria-town-lahore-lahore-1598-2705,1598,a,U,2024-11-07 11:00:05,Y,Booking Price,1746,N,W,1,baria town Lahore,60,65,New,Normal,N,Y,Y
2706,2024-11-12 06:24:51,Sale,Apartments Available in Bahria town Lahore,"Kuwait mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,80000,1598,Residential,Apartment,533,Sqf,General,East Open,Plots,Apartment,None,None,N,2,,,533-sqf-apartment-for-sale-sector-c-bahria-town-lahore-lahore-1598-2706,1598,a,U,2024-11-15 06:35:31,Y,Booking Price,1746,N,N,1,bahria town lahore,60,65,New,Normal,N,Y,Y
2707,2024-11-14 20:49:10,Sale,PORTION FOR SALE TWO BED LOUNGE,"PORTION FOR SALE
TWO BED LOUNGE
TWO WASH ROOM
SECOND FLOOR
WEST OPEN
NAZIMABAD BLOCK 1 USMANIA SOCITY
",158,394,7300000,1621,Residential,Plot,750,Sqf,General,West Open,Commercial,Commercial,None,None,N,1,,,750-sqf-plot-for-sale-nazimabad-block-1-nazimabad-karachi-1621-2707,1621,a,U,2024-11-15 06:34:41,Y,Total Price,1747,N,W,2,NAZIMABAD BLOCK 1 USMANIA SOCITY,30,27,New,Normal,N,Y,Y
2708,2024-11-16 20:49:15,Rent,Warehouse for Rent on National Highway Port Qasim,"Ware houses for rent 24hours electricity and 24 water  for contact whatsapp only 03313064864

Main national highway port qasim ghaghar pathak Karachi.",610,1163,350000,1622,Commercial,Shop,10000,Sqy,Corner,East Open,Commercial,Commercial,None,None,N,1,,,10000-sqy-shop-for-rent-national-highway-nh5-national-highway-karachi-karachi-1622-2708,1622,a,U,2024-11-18 06:46:37,Y,Rent,1752,N,L,39,Main national highway port qasim ghaghar pathak Karachi.,15,111,New,Normal,N,Y,Y
2709,2024-11-19 20:36:11,Sale,Arif Residency 120 yards plot for sale in Scheme 45,"Arif Residency Housing Society Scheme 45 Near Gulshan e Maymar Karachi
120 yards plot for sale",756,1485,2200000,1623,Residential,Plot,120,Sqy,Corner,West Open,Commercial,Main Road,None,None,N,1,,,120-sqy-plot-for-sale-arif-residency-housing-society-scheme-45-karachi-1623-2709,1623,a,U,2024-11-22 11:17:54,Y,Total Price,1746,N,L,16,Arif Residency Housing Society Scheme 45,25,15,New,Normal,N,Y,Y
2710,2024-11-27 12:28:18,Sale,120 yards plot for sale in Surjani Town,"I am Owner since 2017 ,120 yard Plot in Siddiq Goth, Block B , back side of Comercial, Plinth done RCC 14 pillar
Siddiq Goth near Khuda Ki basti Surjani Town",512,960,1200000,1625,Residential,Plot,120,Sqf,General,East Open,Homes,Commercial,None,None,N,1,,,120-sqf-plot-for-sale-siddiqui-goth-surjani-town-karachi-1625-2710,1625,a,U,2024-11-29 19:13:57,Y,Total Price,1752,N,L,37,Siddiq Goth near Khuda Ki basti Surjani Town,150,26,New,Normal,N,Y,Y
2711,2024-11-30 20:37:42,Sale,Rok Cooperative Housing Society 120 yards plot for sale,"120 Sq Yards Plot For Sale 
West Open Transfer Plot 
Well Maintained Society 
Nearby Jamali Pull Back Mandi House Super Highway Karachi ",20,144,6500000,35,Residential,Plot,120,Sqy,General,West Open,Wide Road,Plots,None,None,N,1,,,120-sqy-plot-for-sale-rok-cooperative-housing-society-scheme-33-karachi-35-2711,35,ok,U,2024-12-01 18:59:12,Y,Total Price,1748,N,L,2,Rok Cooperative Housing Society ,40,13,New,Normal,N,Y,Y
2712,2024-12-02 16:35:52,Sale,Rok Cooperative Housing Society ,"120 Sq Yards Plot For Sale 
Rok Cooperative Housing Society.
Sector 6-A Scheme 33 Karachi.
Well Maintained Society.
Nearby Jamali Pull Back Mandi House Super Highway Karachi.
For Further Details Contact Us ",20,144,7800000,35,Residential,Plot,120,Sqy,General,West Open,Wide Road,Plots,None,None,N,1,,,120-sqy-plot-for-sale-rok-cooperative-housing-society-scheme-33-karachi-35-2712,35,a,U,2024-12-02 19:03:27,Y,Total Price,1746,N,W,2,Rok Society ,24,13,New,Normal,N,Y,Y
2713,2024-12-13 16:18:37,Sale,120 yards corner West open plot for sale,"Corner plot west open 
Secure society 
Salafia society phase 1 near Gulshan e Maymar ",242,588,3500000,1628,Residential,Plot,120,Sqy,Corner,West Open,Homes,Homes,None,None,N,1,,,120-sqy-plot-for-sale-salafia-housing-society-scheme-45-karachi-1628-2713,1628,ok,U,2024-12-13 20:57:10,Y,Total Price,1746,N,W,16,Salafia society phase 1 near Gulshan e Maymar ,24,15,New,Normal,N,Y,Y
2714,2024-12-13 21:01:35,Sale,120 yards plot for sale in Cottage Industry,"120 Yards plot for sale
Cottage Industry
Taiser Town
Sector 63-1
Cost of Land paid
Demand 11.50 Lakh",98,827,1150000,483,Commercial,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-483-2714,483,63-1-570,U,2024-12-13 21:04:46,Y,Total Price,1748,N,L,2,a,40,15,New,Normal,N,Y,Y
2715,2024-12-17 20:09:50,Sale,200 yards plot for sale in Sadaf Society Scheme 33,"Sadaf Society Sector 15A-2 Scheme 33
200 Square Yard Plot 
Transfer File 
24 Feet Road Face 
Demand 1.40 Caror 
Direct Deal....",51,202,14000000,483,Residential,Plot,200,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,200-sqy-plot-for-sale-sadaf-cooperative-housing-society-scheme-33-karachi-483-2715,483,hammad,U,2024-12-17 20:23:54,Y,Total Price,1746,N,W,2,sadaf,24,13,New,Normal,N,Y,Y
2716,2024-12-17 20:15:44,Sale,400 yards Corner Plot for sale in Pak Navy Merchant Society,"Merchant Navy Officer CHS Sector 15A-2
400 Square Yard Plot 
3 Side Corner Plot 
40*40*40 Feet Road 
Lease File
Demand 4.50 Caror 
Direct Deal
",40,183,45000000,483,Residential,Plot,400,Sqy,Corner,West Open,Plots,Homes,None,None,N,1,,,400-sqy-plot-for-sale-pakistan-merchant-navy-chs-scheme-33-karachi-483-2716,483,ok,U,2024-12-17 20:24:58,Y,Total Price,1748,N,W,24,navy,40,13,New,Normal,N,Y,Y
2717,2024-12-17 20:22:46,Sale,200 yards Plot for Sale in Pak State Oil Society Sector 2A,"State Oil Employee CHS Sector 2-A Scheme 33
200 Square Yard Plot 
West Open 
40 Feet Road Face 
Transfer File 
Plot Number A-20
Demand 80 lac 
Direct Owner Meeting",73,251,8000000,483,Residential,Plot,200,Sqy,General,West Open,Plots,Plots,None,None,N,1,,,200-sqy-plot-for-sale-pso-cooperative-housing-society-scheme-33-karachi-483-2717,483,ok,U,2024-12-17 20:26:06,Y,Total Price,1748,N,L,2,sop,40,13,New,Normal,N,Y,Y
2718,2024-12-29 07:24:19,Sale,Apartments Available in Bahria town Lahore,"Kuwait mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,60000,1598,Residential,Apartment,500,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,500-sqf-apartment-for-sale-sector-c-bahria-town-lahore-lahore-1598-2718,1598,a,U,2025-01-02 10:52:15,Y,Total Price,1750,N,W,1,"Kuwait mallBahria town Lahore  
",60,65,New,Normal,N,Y,Y
2719,2024-12-30 06:46:37,Sale,Apartments Available in Bahria town Lahore,"Kuwait mall Apartments Available in  Bahria town Lahore  
52A Commercial sector C Bahria Town Lahore 03007578222",385,735,80000,1598,Residential,Apartment,533,Sqf,General,East Open,Plots,Apartment,None,None,N,1,,,533-sqf-apartment-for-sale-sector-c-bahria-town-lahore-lahore-1598-2719,1598,a,U,2025-01-02 11:00:29,Y,Booking Price,1750,N,W,1,"Kuwait mall  Bahria town Lahore  
",60,65,New,Normal,N,Y,Y
2720,2025-01-02 13:14:37,Sale,120 yd Plot for sale in Bin Ahsan Green City,"Bin ahsan green City
Green City D-1 120 yd",718,1371,1200000,1632,Residential,Plot,120,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,120-sqy-plot-for-sale-bin-ahsan-green-city-super-highway-karachi-karachi-1632-2720,1632,a,U,2025-01-04 20:16:55,Y,Total Price,1747,N,W,1,Green City D-1 120 yd,30,51,New,Normal,N,Y,Y
2721,2025-01-15 06:54:53,Sale,4 Marla Commercial Plot in ICHS TOWN. Islamabad Cooperative Housing Society,"4 Marla Commercial Plot for sale 
ICHS TOWN

Islamabad Co operative Housing Society
society located 4km away from new Airport Islamabad & 1km from CPEC Islamabad
NOC Approved society
Development world in fully swings on site.
water , electricity, Gas, park, school, masjid, hospital etc.
Contact us for sale & Purchase of ICHS TOWN Plots
.

Alam Enterprises
03111335335
.
Our location:
Blue Area Islamabad
Liaquatabad Karachi
------------------------------------------------------------------------
.
.
.
#AlamEnterprises #AlamMarketing #Plotsforsale #RealEstate #ICHS #ICHSTOWN #IslamabadCooperativeHousing #ICHSTOWNislamabad #pakistan #karachi #islamabad #property #ICHS_Commercial #Commercial_Plots",56,211,350000,1055,Commercial,Plot,4,Marla,Corner,West Open,Plots,Commercial,None,None,N,1,,,4-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-1055-2721,1055,i,U,2025-01-18 21:05:38,Y,Total Price,1746,N,N,1,ICSH G Block Main Business Avenue ,30,23,New,Normal,N,Y,Y
2722,2025-01-15 06:59:41,Sale,H-13 Islamabad 5 Marla plot for sale.  H13 opposite NUST,"H-13 Islamabad 5 Marla Plot for sale 

5 Marla Ready for construction plot for sale 
Registry Transfer 
Carpeted roads
Ideal Location plots 
just few minutes drive from G-11 F-10 Kashmir Highway etc
.
 Alam Marketing
03 111 155 166
 03 222 255 266
......................................................................
.
.
.
#H13 #H_13 #H13Islamabad #H13Nust #Nust #plots #AlamEnterprises",750,1471,6000000,1055,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-sector-h-13-capital-territory-islamabad-1055-2722,1055,o,U,2025-01-18 20:45:12,Y,Total Price,1746,N,W,1,H-13 Islamabad 5 Marla ,25,87,New,Normal,N,Y,Y
2723,2025-01-15 07:07:37,Sale,Faisal Town Phase 2 5 Marla Balloted Plot for sale ,"Faisal Town Phase 2
Balloted Plots & fresh Booking available 

5, 8, 10 marla and 1 kanal residential plots in Faisal Town Overseas Block on 4.5 year easy installments.
Chaudhry Abdul Majeed is a well-known developer of Pakistan.
The location of Faisal Town Phase 2 is closest to M2 Motorway and Airport.
Contact for booking and more information.

Alam Marketing
03111335335
03222335335",643,1241,2000000,1055,Residential,Plot,5,Marla,General,East Open,Plots,Apartment,None,None,N,1,,,5-marla-plot-for-sale-faisal-town-fateh-jang-road-islamabad-1055-2723,1055,a,U,2025-01-17 11:19:58,Y,Total Price,1746,N,W,1,Faisal Town Phase 2 ,25,114,New,Normal,N,Y,Y
2724,2025-01-15 07:19:09,Sale,Waterfront Blue World City Islamabad ,"WATERFRONT DISTRICT 
Blue World City Islamabad.
6, 12, 18 Marla plots available on easy installment.
Ideal location on M2, near new Airport Islamabad. Very reasonable price now & its profitable investments,
Waterfront District Is A Complete Lifestyle Community With All The Amenities Of A Spectacular Lifestyle Combining Residential , Commercial , Adventure And Leisure Along Beautiful Lakes , Dancing Fountains.
waterfront District Has Housing Options Of 6 Marla, 12 Marla & 18 Marla To Welcome Individuals To Achieve An Incredible Balance Between Urban Modernism And Nature.
for Booking & More Information Contact
.
.
Alam Marketing
03 111 155 166
03 222 255 266
.
Location:
Blue Area Islamabad
Liaquatabad Karachi",424,991,125000,1055,Residential,Plot,6,Marla,General,East Open,Plots,Apartment,None,None,N,1,,,6-marla-plot-for-sale-blue-world-city-islamabad-chakri-road-rawalpindi-1055-2724,1055,a,U,2025-01-17 11:17:09,Y,Booking Price,1747,N,L,1,Waterfront Blue World City,30,34,New,Normal,N,Y,Y
2725,2025-01-15 07:39:45,Sale,Top City 1 Islamabad 5 Marla Plot for sale ,"Top City Islamabad

5 Marla, 8 Marla, 10 Marla, and 1 Kanal's residential plots available on easy installments Plan. 

Down payment of 25%, while the remaining amount has to be paid in 3-year installments.

Top City-1 is a housing project approved by all government agencies, 
Ideal location project just opposite the New Islamabad Airport, right next to the Srinagar Highway and Motorway.

Top City 1 is fully developed, where people are  living in their homes. 
Gas, electricity, water, internet facilities are available
Due to its beautiful location, 5-star hotels, large shopping centers, and high-rise apartment buildings are being built in Top City-1.
Alam Enterprises is providing services in Islamabad plot buying, selling, and construction.  
Contact for more information


Alam Marketing 
03 111 155 166
03 111 335 335
.
.
.
.
.
#AlamEnterprises #Topcity1 #TopCity #Islamabad #NewBooking #plotsForSale #plots #Plotprices #IslamabadProperty #Plotsnearairport #Investment #Apartments #2bedapartment #apartmentforsale #Property #Plots #IslamabadProperty #islamabad #AlamMarketing #TopCityPlots #TopCityBookings #TopCityPlotBooking #TopCityDevelopments #TopCityCommercial #topcity1islamabad",540,1028,1500000,1055,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,1,,,5-marla-plot-for-sale-top-city-1-new-islamabad-airport-islamabad-1055-2725,1055,a,U,2025-01-17 11:12:14,Y,Booking Price,1747,N,W,1,Top City 1,25,23,New,Normal,N,Y,Y
2726,2025-01-15 13:51:47,Rent,Offices available in Central Location Rawalpindi,"2 options available:
Corner: 120000/month
Middle: 75000/month

- Central Rawalpindi Location just off Mall Road (Main Road in Rawalpindi)
- Near Hotel Shalimar, Pearl Continental, Shell pump, Park
- Ideal for General Order supplying, Real Estate, Agency Businesses etc. as near to Government Departments such as GHQ, Ministry of Defense
- Neat and clean condition",758,1487,75000,1465,Commercial,Office,500,Sqy,Corner,East Open,Wide Road,Apartment,None,None,N,1,,,500-sqy-office-for-rent-mall-road-commercial-mall-road-rawalpindi-1465-2726,1465,ok,U,2025-01-18 20:44:03,Y,Rent,1747,N,L,1,"Mall Road, Rawalpindi",30,130,New,Normal,N,Y,Y
2727,2025-01-22 12:17:34,Sale,120 Sq Yard Plot For Sale Faizan City Society Scheme 45 ,"Faizan City Block A
120 Sq Yard Plot For Sale
All Deus Clear
Full Paid
Transfer
Faizan City Block A Near Gulshan e Maymar Scheme 45 Karachi",279,644,2600000,1623,Residential,Plot,120,Sqy,General,West Open,Wide Road,Plots,None,None,N,1,,,120-sqy-plot-for-sale-faizan-city-scheme-45-karachi-1623-2727,1623,1,U,2025-01-24 10:54:57,Y,Total Price,1746,N,L,1,Faizan City Block A Near Gulshan e Maymar Scheme 45 Karachi,24,15,New,Normal,N,Y,Y
2728,2025-01-24 08:13:28,Sale,125 yards Plot for sale DHA City,"5 marla plot for sale DHA city karachi sector 14D 
DHA city karachi sector 14D plot 661",403,789,4000000,1634,Residential,Plot,125,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,125-sqy-plot-for-sale-sector-14-dha-city-karachi-karachi-1634-2728,1634,a,U,2025-01-24 10:56:19,Y,Total Price,1747,N,W,1,DHA city karachi sector 14D plot 661,20,12,New,Normal,N,Y,Y
2729,2025-01-29 08:29:36,Sale,North Town Residency plot for sale,"Prime 115 sq. yard corner plot on a 60-foot-wide road. Ideal for investment or dream home. Contact me for details!
North Town Residency
",246,592,6000000,1635,Residential,Plot,115,Sqy,Corner,West Open,Plots,Plots,None,None,N,1,,,115-sqy-plot-for-sale-north-town-residency-north-karachi-town-karachi-1635-2729,1635,1,U,2025-01-29 18:56:34,Y,Total Price,1750,N,L,24,North Town Residency,60,5,New,Normal,N,Y,Y
2730,2025-01-29 08:36:49,Sale,115 sq yards plot for sale North Town Residency,"Prime 115 sq. yard corner plot on a 60-foot-wide road. Ideal for investment or dream home. Contact me for details!
Phiase I
North Town Residency",246,592,6000000,1635,Residential,Plot,115,Sqy,Corner,West Open,Commercial,Homes,None,None,N,1,,,115-sqy-plot-for-sale-north-town-residency-north-karachi-town-karachi-1635-2730,1635,1,U,2025-01-29 18:58:28,Y,Total Price,1750,N,W,24,North Town Residency,60,5,New,Normal,N,Y,Y
2731,2025-02-18 15:37:01,Sale,200 yard plot for sale in osman garden scheme 45,200 yard plot for sale at reasonable price for future investment,210,485,2100000,1638,Residential,Plot,200,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,200-sqy-plot-for-sale-osman-garden-scheme-45-karachi-1638-2731,1638,a,U,2025-02-20 06:20:57,Y,Total Price,1746,N,W,1,scheme 45 near cozy park,20,15,New,Normal,N,Y,Y
2732,2025-02-20 11:39:27,Rent,"Corporate Office for Rent at World Trade Center, Giga Mall DHA2 Islamabad.","Office (space 596 square feet) is Available for Rent in WTC GIGA MALL 3rd Floor 
Ideal Location for Business Growth and expansion to reach to more than 25,000 walk-in customers per day.
Peaceful Workplace in Prime Location of Defense Housing Authority (DHA) Phase II Islamabad. 
Prestigious Business Address for Multinational Companies
Centralized HVAC (Heating & Cooling) System 
Dedicated High-Speed Elevators
24x7 CCTV Surveillance & Security 
4 floors Covered Vehicle Parking 
Hi-Tech Fire and Safety System 
Modern Building & Facility Management System
Foreign Software or IT Companies can have presence at Islamabad with such stylish offices

",439,865,39000,1510,Commercial,Office,596,Sqf,General,East Open,Wide Road,Apartment,None,None,N,1,,,596-sqf-office-for-rent-dha-islamabad-dha-islamabad-rawalpindi-islamabad-1510-2732,1510,a,U,2025-02-22 20:04:38,Y,Rent,1752,N,W,37,"World Trade Center 

#dha2islamabad #gigamall #corporateoffice 
#corporateofficespace #worldtradecenter #gigamallislamabad
",100,76,New,Normal,N,Y,Y
2733,2025-02-25 11:38:30,Sale,200 yard residential plot in Osman Garden,"ideal location near cozy water park for future investment .... 
200 yard residential plot in Osman Garden

osman garden Block 2 scheme 45 at back of cozy park",210,485,1600000,1638,Residential,Plot,200,Sqy,General,East Open,Plots,Plots,None,None,N,1,,,200-sqy-plot-for-sale-osman-garden-scheme-45-karachi-1638-2733,1638,a,U,2025-03-05 07:22:01,Y,Total Price,1746,N,W,1,osman garden Block 2 scheme 45 at back of cozy park,20,15,New,Normal,N,Y,Y
2734,2025-03-04 16:04:19,Sale,80 sq yd apartment for sale in Country Garden,"80 sq yd apartment for sale in Country Garden
1st floor
2 bed dd
2 bath
County gardens gulzare hijri scheme 33",282,653,8500000,1641,Residential,Apartment,80,Sqy,General,East Open,Plots,Apartment,1st,None,N,4,,,80-sqy-apartment-for-sale-county-garden-scheme-33-karachi-1641-2734,1641,a,U,2025-03-05 07:23:39,Y,Total Price,1746,N,W,1,County gardens gulzare hijri scheme 33,24,13,Old,Renovated,N,Y,Y
